timestamp,device_id,data_type,register,value,function
2025-12-10T17:07:13.255086,esp-device-1,modbus,0,1433,READ_HOLDING_REGISTER
2025-12-10T17:08:13.255086,esp-device-1,modbus,0,1519,READ_HOLDING_REGISTER
2025-12-10T17:09:13.255086,esp-device-1,modbus,0,1475,READ_HOLDING_REGISTER
2025-12-10T17:10:13.255086,esp-device-1,modbus,0,1576,READ_HOLDING_REGISTER
2025-12-10T17:11:13.255086,esp-device-1,modbus,0,1445,READ_HOLDING_REGISTER
2025-12-10T17:12:13.255086,esp-device-1,modbus,0,1583,READ_HOLDING_REGISTER
2025-12-10T17:13:13.255086,esp-device-1,modbus,0,3532,READ_HOLDING_REGISTER
2025-12-10T17:14:13.255086,esp-device-1,modbus,0,1486,READ_HOLDING_REGISTER
2025-12-10T17:15:13.255086,esp-device-1,modbus,0,1595,READ_HOLDING_REGISTER
2025-12-10T17:16:13.255086,esp-device-1,modbus,0,1428,READ_HOLDING_REGISTER
2025-12-10T17:17:13.255086,esp-device-1,modbus,0,1460,READ_HOLDING_REGISTER
2025-12-10T17:18:13.255086,esp-device-1,modbus,0,1486,READ_HOLDING_REGISTER
2025-12-10T17:19:13.255086,esp-device-1,modbus,0,1449,READ_HOLDING_REGISTER
2025-12-10T17:20:13.255086,esp-device-1,modbus,0,1562,READ_HOLDING_REGISTER
2025-12-10T17:21:13.255086,esp-device-1,modbus,0,1550,READ_HOLDING_REGISTER
2025-12-10T17:22:13.255086,esp-device-1,modbus,0,1528,READ_HOLDING_REGISTER
2025-12-10T17:23:13.255086,esp-device-1,modbus,0,1436,READ_HOLDING_REGISTER
2025-12-10T17:24:13.255086,esp-device-1,modbus,0,1555,READ_HOLDING_REGISTER
2025-12-10T17:25:13.255086,esp-device-1,modbus,0,1456,READ_HOLDING_REGISTER
2025-12-10T17:26:13.255086,esp-device-1,modbus,0,1507,READ_HOLDING_REGISTER
2025-12-10T17:27:13.255086,esp-device-1,modbus,0,1393,READ_HOLDING_REGISTER
2025-12-10T17:28:13.255086,esp-device-1,modbus,0,1570,READ_HOLDING_REGISTER
2025-12-10T17:29:13.255086,esp-device-1,modbus,0,1503,READ_HOLDING_REGISTER
2025-12-10T17:30:13.255086,esp-device-1,modbus,0,1538,READ_HOLDING_REGISTER
2025-12-10T17:31:13.255086,esp-device-1,modbus,0,1399,READ_HOLDING_REGISTER
2025-12-10T17:32:13.255086,esp-device-1,modbus,0,1471,READ_HOLDING_REGISTER
2025-12-10T17:33:13.255086,esp-device-1,modbus,0,1478,READ_HOLDING_REGISTER
2025-12-10T17:34:13.255086,esp-device-1,modbus,0,1552,READ_HOLDING_REGISTER
2025-12-10T17:35:13.255086,esp-device-1,modbus,0,1540,READ_HOLDING_REGISTER
2025-12-10T17:36:13.255086,esp-device-1,modbus,0,1485,READ_HOLDING_REGISTER
2025-12-10T17:37:13.255086,esp-device-1,modbus,0,1468,READ_HOLDING_REGISTER
2025-12-10T17:38:13.255086,esp-device-1,modbus,0,1565,READ_HOLDING_REGISTER
2025-12-10T17:39:13.255086,esp-device-1,modbus,0,1527,READ_HOLDING_REGISTER
2025-12-10T17:40:13.255086,esp-device-1,modbus,0,1491,READ_HOLDING_REGISTER
2025-12-10T17:41:13.255086,esp-device-1,modbus,0,1491,READ_HOLDING_REGISTER
2025-12-10T17:42:13.255086,esp-device-1,modbus,0,1492,READ_HOLDING_REGISTER
2025-12-10T17:43:13.255086,esp-device-1,modbus,0,1505,READ_HOLDING_REGISTER
2025-12-10T17:44:13.255086,esp-device-1,modbus,0,1568,READ_HOLDING_REGISTER
2025-12-10T17:45:13.255086,esp-device-1,modbus,0,1581,READ_HOLDING_REGISTER
2025-12-10T17:46:13.255086,esp-device-1,modbus,0,1414,READ_HOLDING_REGISTER
2025-12-10T17:47:13.255086,esp-device-1,modbus,0,1600,READ_HOLDING_REGISTER
2025-12-10T17:48:13.255086,esp-device-1,modbus,0,1447,READ_HOLDING_REGISTER
2025-12-10T17:49:13.255086,esp-device-1,modbus,0,1425,READ_HOLDING_REGISTER
2025-12-10T17:50:13.255086,esp-device-1,modbus,0,3687,READ_HOLDING_REGISTER
2025-12-10T17:51:13.255086,esp-device-1,modbus,0,1519,READ_HOLDING_REGISTER
2025-12-10T17:52:13.255086,esp-device-1,modbus,0,1601,READ_HOLDING_REGISTER
2025-12-10T17:53:13.255086,esp-device-1,modbus,0,1458,READ_HOLDING_REGISTER
2025-12-10T17:54:13.255086,esp-device-1,modbus,0,1580,READ_HOLDING_REGISTER
2025-12-10T17:55:13.255086,esp-device-1,modbus,0,1428,READ_HOLDING_REGISTER
2025-12-10T17:56:13.255086,esp-device-1,modbus,0,1425,READ_HOLDING_REGISTER
2025-12-10T17:57:13.255086,esp-device-1,modbus,0,1407,READ_HOLDING_REGISTER
2025-12-10T17:58:13.255086,esp-device-1,modbus,0,1430,READ_HOLDING_REGISTER
2025-12-10T17:59:13.255086,esp-device-1,modbus,0,1493,READ_HOLDING_REGISTER
2025-12-10T18:00:13.255086,esp-device-1,modbus,0,1454,READ_HOLDING_REGISTER
2025-12-10T18:01:13.255086,esp-device-1,modbus,0,1584,READ_HOLDING_REGISTER
2025-12-10T18:02:13.255086,esp-device-1,modbus,0,1497,READ_HOLDING_REGISTER
2025-12-10T18:03:13.255086,esp-device-1,modbus,0,1434,READ_HOLDING_REGISTER
2025-12-10T18:04:13.255086,esp-device-1,modbus,0,1566,READ_HOLDING_REGISTER
2025-12-10T18:05:13.255086,esp-device-1,modbus,0,1584,READ_HOLDING_REGISTER
2025-12-10T18:06:13.255086,esp-device-1,modbus,0,1505,READ_HOLDING_REGISTER
2025-12-10T18:07:13.255086,esp-device-1,modbus,0,1601,READ_HOLDING_REGISTER
2025-12-10T18:08:13.255086,esp-device-1,modbus,0,3614,READ_HOLDING_REGISTER
2025-12-10T18:09:13.255086,esp-device-1,modbus,0,3515,READ_HOLDING_REGISTER
2025-12-10T18:10:13.255086,esp-device-1,modbus,0,3576,READ_HOLDING_REGISTER
2025-12-10T18:11:13.255086,esp-device-1,modbus,0,1511,READ_HOLDING_REGISTER
2025-12-10T18:12:13.255086,esp-device-1,modbus,0,1437,READ_HOLDING_REGISTER
2025-12-10T18:13:13.255086,esp-device-1,modbus,0,3686,READ_HOLDING_REGISTER
2025-12-10T18:14:13.255086,esp-device-1,modbus,0,1485,READ_HOLDING_REGISTER
2025-12-10T18:15:13.255086,esp-device-1,modbus,0,1624,READ_HOLDING_REGISTER
2025-12-10T18:16:13.255086,esp-device-1,modbus,0,1531,READ_HOLDING_REGISTER
2025-12-10T18:17:13.255086,esp-device-1,modbus,0,1623,READ_HOLDING_REGISTER
2025-12-10T18:18:13.255086,esp-device-1,modbus,0,1584,READ_HOLDING_REGISTER
2025-12-10T18:19:13.255086,esp-device-1,modbus,0,1465,READ_HOLDING_REGISTER
2025-12-10T18:20:13.255086,esp-device-1,modbus,0,1502,READ_HOLDING_REGISTER
2025-12-10T18:21:13.255086,esp-device-1,modbus,0,1533,READ_HOLDING_REGISTER
2025-12-10T18:22:13.255086,esp-device-1,modbus,0,1458,READ_HOLDING_REGISTER
2025-12-10T18:23:13.255086,esp-device-1,modbus,0,1538,READ_HOLDING_REGISTER
2025-12-10T18:24:13.255086,esp-device-1,modbus,0,1510,READ_HOLDING_REGISTER
2025-12-10T18:25:13.255086,esp-device-1,modbus,0,3598,READ_HOLDING_REGISTER
2025-12-10T18:26:13.255086,esp-device-1,modbus,0,1577,READ_HOLDING_REGISTER
2025-12-10T18:27:13.255086,esp-device-1,modbus,0,1498,READ_HOLDING_REGISTER
2025-12-10T18:28:13.255086,esp-device-1,modbus,0,1445,READ_HOLDING_REGISTER
2025-12-10T18:29:13.255086,esp-device-1,modbus,0,1509,READ_HOLDING_REGISTER
2025-12-10T18:30:13.255086,esp-device-1,modbus,0,1545,READ_HOLDING_REGISTER
2025-12-10T18:31:13.255086,esp-device-1,modbus,0,1602,READ_HOLDING_REGISTER
2025-12-10T18:32:13.255086,esp-device-1,modbus,0,1542,READ_HOLDING_REGISTER
2025-12-10T18:33:13.255086,esp-device-1,modbus,0,1586,READ_HOLDING_REGISTER
2025-12-10T18:34:13.255086,esp-device-1,modbus,0,1461,READ_HOLDING_REGISTER
2025-12-10T18:35:13.255086,esp-device-1,modbus,0,1431,READ_HOLDING_REGISTER
2025-12-10T18:36:13.255086,esp-device-1,modbus,0,1434,READ_HOLDING_REGISTER
